Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
502427,NCR,104102,Other sources of Income,2,16795,11310,15548,14520,4762,6426,26200,2802,10860,15795,163620,96000,8681,14622,29286,17541,59562,12927,0,0,Male,56,Married,Security Services Programs,With Job/Business,Police officers,Worked for government/government corporation,Extended Family,3,0,0,2,Single house,Mixed but predominantly strong materials,Quite Strong,200,63,4,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,1,1,1,2,0,0,3,1,0,0,0
111440,NCR,66419,Wage/Salaries,2,19459,10360,6476,6395,1700,2521,19420,2230,6079,1920,24600,18000,211,576,3840,0,5142,0,0,0,Male,19,Single,Second Year High School,With Job/Business,"Helpers and cleaners in offices, hotels and other establishments",Worked for private establishment,Single Family,2,0,0,2,Single house,Mixed but predominantly strong materials,Quite Strong,15,5,0,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,2,0,0,0,0
213789,NCR,69500,Wage/Salaries,2,15810,11020,7448,3527,928,2911,8684,912,2460,19645,35100,27000,607,4608,3138,1000,18114,5000,0,14330,Male,24,Married,First Year College,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,5,2,1,2,Single house,Mixed but predominantly strong materials,Quite Strong,15,25,0,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,2,0,0,0,0
493820,NCR,117288,Wage/Salaries,2,23580,19760,11856,5337,3420,4851,53666,1170,1629,15500,86460,51000,540,48426,21984,30977,33084,6800,0,0,Male,52,Married,First Year College,With Job/Business,Building construction laborers,Worked for private establishment,Single Family,6,0,1,3,Single house,Mixed but predominantly strong materials,Quite Strong,20,5,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,0,0,0,0,4,0,0,0,1
251202,NCR,64895,Wage/Salaries,2,9328,7436,3672,5327,2215,2413,30656,4514,650,2955,42888,30000,690,6936,6150,750,7476,4500,0,11838,Male,58,Married,First Year High School,With Job/Business,"Messengers, package and luggage porters and deliverers",Worked for private establishment,Single Family,4,0,0,4,Commercial/industrial/agricultural building,Mixed but predominantly strong materials,Quite Strong,26,55,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,3,0,0,0,0
252285,NCR,106330,Wage/Salaries,2,18810,16172,5000,8212,1725,5415,50560,1374,6906,5325,71586,51000,200,26268,16266,7860,13884,3000,0,43800,Male,60,Married,Second Year College,With Job/Business,Protective services workers n. e. c.,Worked for private establishment,Single Family,6,0,2,1,Single house,Mixed but predominantly strong materials,Quite Strong,40,35,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,0,1,0,0,0,0,5,0,0,0,1
57484,NCR,25079,Enterpreneurial Activities,2,7754,6240,1710,2420,650,4039,2660,308,2278,2600,22350,15000,563,342,1848,0,4944,0,0,30210,Male,56,Married,Elementary Graduate,With Job/Business,Wood products machine operators,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,Mixed but predominantly strong materials,Quite Strong,13,1,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
213020,NCR,104521,Wage/Salaries,2,22974,18634,11308,8377,1735,3659,37950,1422,2432,4785,32700,15000,1039,31536,5502,1160,13812,1000,0,0,Male,53,Married,First Year High School,With Job/Business,"Doorkeepers, watchpersons and related workers",Worked for private establishment,Extended Family,8,2,1,5,Single house,Mixed but predominantly strong materials,Quite Strong,15,20,0,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,4,0,0,0,0
110875,NCR,71946,Wage/Salaries,2,12236,8398,2838,7634,665,2488,20290,582,312,3315,27720,15000,589,5850,2616,820,10344,1300,0,0,Male,28,Married,High School Graduate,With Job/Business,Wood products machine operators,Worked for private establishment,Single Family,4,1,1,1,Single house,Mixed but predominantly strong materials,Salvaged,20,2,1,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",1,1,0,0,0,0,0,0,1,0,0,0,0
878930,NCR,102718,Enterpreneurial Activities,2,17048,13754,11450,10032,6170,6265,18340,1524,6984,5920,71760,36000,3974,3876,5220,3340,18240,4000,0,823130,Male,69,Married,High School Graduate,No Job/Business,,,Extended Family,8,1,2,0,Single house,Mixed but predominantly strong materials,Quite Strong,30,22,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,5,0,0,0,0
271671,NCR,154431,Wage/Salaries,2,31718,22438,28978,12927,1150,17255,40200,1472,0,6599,40194,12000,7672,15480,6762,1595,17556,4446,0,22795,Male,46,Married,High School Graduate,With Job/Business,"Car, taxi and van drivers",Worked for private household,Single Family,6,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,21,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,4,2,0,0,1
195070,NCR,26111,Wage/Salaries,2,3122,2730,344,1213,60,156,16380,2780,5430,800,34578,27000,56,6834,1044,0,2502,0,0,0,Male,45,Single,High School Graduate,With Job/Business,Painters and related workers,Worked for private establishment,Single Family,2,0,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,48,15,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0
477142,NCR,160285,Wage/Salaries,2,42492,28236,23800,14709,3350,10279,41570,10237,3680,3435,46452,24000,668,21450,5166,0,9540,1647,0,22494,Male,50,Married,Elementary Graduate,With Job/Business,Masons and related concrete finishers,Worked for private establishment,Single Family,8,1,0,4,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,18,17,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,5,0,0,0,1
222036,NCR,63821,Wage/Salaries,2,10004,4298,12891,2712,370,590,19820,988,9955,785,38520,33000,961,22692,3192,0,10308,0,0,0,Male,22,Married,First Year High School,With Job/Business,"Messengers, package and luggage porters and deliverers",Worked for private establishment,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,18,3,0,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0
1573497,NCR,147111,Wage/Salaries,2,38493,27980,33580,7915,1454,7080,36420,570,14213,9045,122796,60000,812,103848,55200,40200,45000,12574,0,18000,Male,63,Married,Security Services Programs,With Job/Business,Production and operations managers in business services,Worked for private establishment,Single Family,8,0,1,5,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,29,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",3,3,1,1,1,2,1,1,7,5,0,0,2
975007,NCR,125046,Other sources of Income,2,18176,14508,19168,12701,1053,5463,41040,240,8145,3925,104820,66000,447,18234,17040,217800,24240,6486,0,82800,Male,55,Married,Security Services Programs,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,4,0,2,0,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,35,30,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,1,0,1,4,2,0,0,0
716983,NCR,160462,Other sources of Income,2,41401,29110,22178,8102,3343,7138,51474,0,0,14255,96510,60000,1009,59010,10464,37360,22098,4474,0,60000,Female,49,Married,High School Graduate,With Job/Business,General managers/managing proprietors of business services,Self-employed wihout any employee,Single Family,7,1,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,18,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,1,1,1,1,0,0,3,2,0,0,0
371840,NCR,111932,Other sources of Income,2,30540,21380,9646,7952,1060,3884,35976,1184,12670,6450,76056,39000,8339,17310,12324,2498,20496,900,0,70550,Male,43,Married,Engineering and Engineering trades Programs,With Job/Business,Building and related electricians,Self-employed wihout any employee,Single Family,6,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,17,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,1,1,1,0,0,0,5,2,0,0,0
372894,NCR,116466,Wage/Salaries,2,22526,15029,52922,2796,450,2611,24250,0,0,475,61458,49200,1410,5244,3120,0,18330,500,0,0,Male,81,Widowed,Second Year High School,No Job/Business,,,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,35,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,0,0,0,0,0
175254,NCR,85780,Enterpreneurial Activities,2,22053,16320,6468,10230,2200,3210,27720,962,14480,715,57558,0,18045,14868,2754,4410,12846,1000,0,103800,Male,42,Widowed,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,5,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,18,35,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,1,0,2,0,0,0,0
353833,NCR,141917,Wage/Salaries,2,30042,22040,28919,20250,3175,8845,30180,6682,16290,2940,43098,0,560,8232,5760,750,20112,100,0,76200,Male,53,Married,First Year High School,With Job/Business,Motorcycle drivers,Worked for private establishment,Extended Family,6,0,1,4,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,16,25,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,1,0,0,0,0
174563,NCR,37477,Other sources of Income,2,10136,7020,7326,6005,2210,2703,3120,0,0,2795,58878,42000,14126,6984,3600,0,3258,0,0,0,Female,76,Widowed,Business and Administration Programs,No Job/Business,,,Single Family,1,0,0,0,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,32,25,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,2,0,0,0,0
155880,NCR,87029,Other sources of Income,2,18015,12760,10995,9366,1125,5235,28425,0,0,4200,46710,30000,1942,7884,528,2300,7818,100,0,0,Female,43,Widowed,High School Graduate,With Job/Business,Domestic helpers and cleaners,Worked for private household,Single Family,5,0,4,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,16,35,0,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,1,0,0,0,0,1,0,0,0,0
564309,NCR,211387,Wage/Salaries,2,25589,14896,37978,14356,4015,7058,90450,270,23711,25386,123330,0,5500,29466,14136,112420,44244,8400,0,0,Male,52,Married,Security Services Programs,With Job/Business,Police officers,Worked for government/government corporation,Extended Family,4,0,1,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,23,27,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,1,0,3,1,0,0,1
198968,NCR,79195,Wage/Salaries,2,27759,19548,5972,4322,603,5725,22845,1231,1086,1825,26688,15000,895,10398,2322,690,12792,24200,0,88818,Male,28,Married,Elementary Graduate,With Job/Business,Painters and related workers,Worked for private establishment,Extended Family,5,1,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,24,50,0,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0
302446,NCR,119247,Wage/Salaries,2,35632,20800,26688,5778,2715,6808,27355,962,2172,4150,46506,0,1890,2844,2580,3420,29418,0,0,0,Male,52,Married,High School Graduate,With Job/Business,"Messengers, package and luggage porters and deliverers",Worked for private establishment,Single Family,5,0,3,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,24,15,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,3,0,0,0,0
185948,NCR,112758,Wage/Salaries,2,32871,22116,14559,10079,835,4865,30590,210,4344,2150,37560,18000,1048,5418,1458,1010,13680,9000,0,0,Male,38,Married,Second Year High School,With Job/Business,Heavy truck and lorry drivers,Worked for private establishment,Single Family,5,0,3,1,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,14,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,1,0,0,0,2,0,0,0,0
168710,NCR,83182,Wage/Salaries,2,17904,13143,1071,3755,915,4340,35175,2030,1810,820,51552,18000,905,7128,960,0,7158,0,0,8510,Female,59,Widowed,Elementary Graduate,No Job/Business,,,Single Family,5,0,0,1,Single house,Mixed but predominantly strong materials,Quite Strong,36,14,2,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
185151,NCR,97842,Wage/Salaries,2,34080,29684,2183,10846,3670,3975,26595,0,3932,950,12942,6000,654,1032,0,0,3960,0,0,26708,Male,27,Married,Third Year High School,With Job/Business,Assembling laborers,Worked for private establishment,Single Family,5,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,15,0,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0
672998,NCR,185492,Other sources of Income,2,36821,25024,14383,6852,6732,6687,70470,0,0,450,55638,0,180452,35478,4158,0,33186,133040,0,0,Male,28,Single,Third Year College,With Job/Business,Building and related electricians,Worked for private establishment,Single Family,4,0,0,3,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,80,5,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,3,0,0,0,0
172843,NCR,77826,Other sources of Income,2,11480,5688,12013,8411,1902,5155,26480,0,0,1650,50520,12000,33527,17964,558,0,12090,0,0,0,Male,76,Married,High School Graduate,No Job/Business,,,Extended Family,3,0,0,1,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,4,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,3,0,1,1,0,0,0,1,0,0,0,0
372689,NCR,178725,Wage/Salaries,2,46099,39000,26784,11201,2579,8177,36748,2750,3258,9630,69960,27000,9100,24744,3780,5360,15156,3000,0,114756,Female,47,Divorced/Separated,Elementary Graduate,With Job/Business,General managers/managing proprietors of restaurants and hotels,Self-employed wihout any employee,Extended Family,7,1,1,2,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,48,5,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,3,0,1,0,0
